# x1 y1
0.1 0.000190425305661601
0.01 0.000190425305661601
0.001 2.91655374837774E-05
0.0001 4.29557691195015E-07
1E-05 2.82273814322664E-08
1E-06 1.24964605330291E-09
1E-07 3.84225984362274E-11
1E-08 2.1316282072803E-12
1E-09 7.46069872548105E-14
