# xs ys ysn ysd ysdn ys2d ys2dn ysad ysadn
-0.456 -0.804491373704072 -0.788971406376129 -1.29401623327581 -1.39342260372491 20.030112353645 18.44522403747 0.171402803813503 0.173721710855385
-0.448 -0.814196258565105 -0.799521053781625 -1.13143252725628 -1.24306315568426 20.6094216759308 19.1397470173898 0.164929811022009 0.167366939076829
-0.44 -0.822582350015567 -0.808845921224501 -0.964370271092839 -1.08726857309955 21.149439545149 19.8035505723931 0.158384154367895 0.160932640249546
-0.432 -0.829615096615656 -0.816903539800467 -0.793151130803086 -0.926295529266908 21.6483468057582 20.4339121896864 0.151776545589421 0.154428783857806
-0.424 -0.83526257752583 -0.82365358063479 -0.618110970768231 -0.760422294663068 22.1044140473236 21.0281570707298 0.145117961278245 0.147865670692192
-0.416 -0.839495613156842 -0.829058026005744 -0.439599111462675 -0.589948307530361 22.5160076450827 21.5836700656932 0.138419621414715 0.141253915042574
-0.408 -0.842287869690747 -0.833081336650383 -0.257977539772417 -0.415193648844174 22.8815955685024 22.0979076334209 0.131692967042559 0.134604425536865
-0.4 -0.843615957101223 -0.835690614487571 -0.0736200738455905 -0.236498421699918 23.1997529361248 22.5684097663998 0.12494963713355 0.127928384659147
-0.392 -0.843459520317817 -0.836855759995353 0.113088515410546 -0.0542220356457481 23.4691672956653 22.9928118189593 0.118201444695554 0.121237226986889
-0.384 -0.841801323196302 -0.836549623486034 0.301753423906526 0.131257603014467 23.6886436090735 23.3688561760137 0.111460352180198 0.114542616193059
-0.376 -0.838627324976194 -0.83474814953248 0.491970772582798 0.319544993419642 23.8571089231051 23.6944036991144 0.104738446248983 0.107856420864928
-0.368 -0.833926748926623 -0.831430513813439 0.683328601666309 0.510228032816259 23.9736167068582 23.9674448864123 0.0980479119591605 0.101190689197312
-0.36 -0.827692142903043 -0.826579251663991 0.875407898236409 0.702879097147742 24.0373508387235 24.1861106833593 0.0914010064329764 0.0945576226237598
-0.352 -0.819919431559705 -0.820180377639558 1.06778365422866 0.89705620652366 24.0476292262579 24.3486828816023 0.0847894377199262 0.0879695484548311
-0.344 -0.810607959986304 -0.812223495428286 1.26002595187776 1.09230427202731 24.0039070436258 24.45360404455 0.0782692649359694 0.0814388915980302
-0.336 -0.799760528561673 -0.802701897476885 1.45170107348266 1.28815641983372 23.9057795724559 24.4994868995234 0.0718294128162765 0.0749781454391838
-0.328 -0.787383418842796 -0.791612653729122 1.64237263226884 1.48413538813626 23.7529846332233 24.4851231382355 0.0654821692889993 0.0685998419699647
-0.32 -0.773486410333565 -0.778956688914061 1.83160272102466 1.67975499192287 23.5454045955905 24.4094915695761 0.0592397575498121 0.0623165212509492
-0.312 -0.758082788004706 -0.764738847862536 2.01895307510193 1.87452165020479 23.2830679575164 24.2717655712976 0.0531143079336156 0.056140700303926
-0.304 -0.741189340463823 -0.748967948375229 2.20398624629467 2.06793596988536 22.9661504843708 24.0713197902004 0.0471178297745546 0.0500848415311593
-0.296 -0.72282634870273 -0.731656821213788 2.38626678404595 2.25949438006621 22.5949759007559 23.8077360437825 0.0412621833296702 0.0441613207629483
-0.288 -0.703017565377801 -0.712822336837511 2.56536242038046 2.44869081022692 22.1700161292497 23.4808083800334 0.0355590518418708 0.0383823950380451
-0.28 -0.681790184608087 -0.692485418561976 2.74084525491987 2.63501840538319 21.6918910718217 23.0905472561015 0.0299457929330266 0.0327601702242879
-0.272 -0.659174802305211 -0.670671041872379 2.91229293631089 2.81797127103197 21.1613679312419 22.637182800916 0.0245967474316356 0.0273065685891909
-0.264 -0.63520536707847 -0.647408219682921 3.07928983638031 2.9970462404309 20.5793600713919 22.1211671314875 0.0194315333883242 0.022033296432124
-0.256 -0.609919121788079 -0.62272997339414 3.24142821332936 3.17174465653648 19.9469254169894 21.5431756975011 0.0144611489178446 0.016951811891148
-0.248 -0.583356535848974 -0.596673289662253 3.39830936029 3.34157416074299 19.2652643948534 20.9041076339441 0.00969625518324489 0.0120732930385029
-0.24 -0.555561228416898 -0.569279062857995 3.54954473558954 3.5060504804228 18.5357174204495 20.2050851068239 0.00514715171186956 0.00740860637919694
-0.232 -0.526579882617619 -0.54059202325691 3.69475707110594 3.66469920717158 17.7597619350701 19.4474516425129 0.000823752458643106 0.00296827586704207
-0.224 -0.496462151008846 -0.510660651068015 3.83358145514581 3.81705755760784 16.9390090006056 18.6327694368688 -0.00326443732321452 -0.00123754744809168
-0.216 -0.465260552492749 -0.479537076473044 3.96566638633887 3.96267610856889 16.0751994604494 17.7628156459703 -0.00710834334570973 -0.00519911502915327
-0.208 -0.433030360924722 -0.447276965913645 4.09067479511739 4.10112049858253 15.1701996766453 16.8395776660675 -0.0106993436274811 -0.00890710960591923
-0.2 -0.399829485691142 -0.413939394928509 4.20828502943603 4.23197308757778 14.2259968549202 15.8652474161101 -0.0140292888588673 -0.012352672965271
-0.192 -0.365718344555276 -0.379586707906282 4.3181918014869 4.354834566928 13.2446939707491 14.8422146419611 -0.0170905217386977 -0.0155274326715744
-0.184 -0.33075972909596 -0.344284365182631 4.42010709227537 4.46932551209515 12.2285043110587 13.7730592670873 -0.0198758952332949 -0.0184235276141446
-0.176 -0.295018663088314 -0.308100777970871 4.51376101104516 4.57508787036498 11.1797456475916 12.6605428200965 -0.0223787897107393 -0.0210336322824833
-0.168 -0.258562254199312 -0.271107131674598 4.59890260667428 4.67178637642738 10.1008340593166 11.5075989749333 -0.0245931289061441 -0.0233509796741
-0.16 -0.221459539393441 -0.233377198187535 4.67530062830854 4.75910988886425 8.99427742257426 10.3173232448078 -0.0265133946765088 -0.0253693827443602
-0.152 -0.183781324465014 -0.194987137839936 4.74274423265306 4.83677264095574 7.86266858889021 9.09296187597978 -0.0281346405066548 -0.0270832543128682
-0.144 -0.145600018133614 -0.156015291702061 4.80104363550697 4.90451539960447 6.70867827156368 7.83789999232068 -0.0294525037307949 -0.0284876253463481
-0.136 -0.10698946115782 -0.116541965003202 4.85003070529964 4.96210652660263 5.53504766323845 6.55564904608701 -0.0304632164374328 -0.0295781615439066
-0.128 -0.068024750939571 -0.076649202469062 4.88955949656844 5.0093429369276 4.34458080768903 5.24983363454063 -0.0311636150285316 -0.0303511781567626
-0.12 -0.0287820621072347 -0.0364205564209059 4.91950672150804 5.04605094924437 3.14013674999657 3.92417774590054 -0.0315511484072104 -0.0308036529811532
-0.112 0.0106615364203552 0.00405915148362773 4.93977215791775 5.07208702431491 1.92462149014613 2.58249050159008 -0.0316238847716305 -0.0309332374699984
-0.104 0.0502282673740665 0.0447040739559232 4.95027899207715 5.08733838756339 0.70097976584463 1.22865146482291 -0.0313805169961941 -0.030738265916093
-0.096 0.0898398335530801 0.0854275862881345 4.95097409528918 5.0917235326169 -0.527813308966221 -0.133404411770899 -0.0308203665847006 -0.0302177626669913
-0.088 0.129417608186955 0.126142538108328 4.94182823304405 5.08519260323242 -1.75876072284748 -1.49970212455882 -0.029943386183674 -0.0293714473393785
-0.08 0.168882826698655 0.166761507697772 4.92283620597603 5.06772765162749 -2.98885213531483 -2.8662421666783 -0.0287501606476784 -0.0281997380084927
-0.072 0.208156779320302 0.207197057875733 4.89401692200659 5.03934277185081 -4.21507250708623 -4.22901620719328 -0.0272419066520717 -0.0267037523560707
-0.0639999999999999 0.247161004009478 0.247361992448734 4.85541339929241 5.00008410745651 -5.43441076392674 -5.58402282284618 -0.0254204708522974 -0.0248853067682865
-0.056 0.285817479111732 0.287169612217854 4.80709269982267 4.9500297333778 -6.64386846571447 -6.92728320328658 -0.0232883265924694 -0.0227469133831989
-0.048 0.324048815214632 0.326533969539384 4.7491457937379 4.88928941252811 -7.8404684522784 -8.25485675081498 -0.0208485691696617 -0.0202917750952466
-0.04 0.361778445640166 0.365370120440826 4.68168735466967 4.8180042282878 -9.02126343758943 -9.56285649632225 -0.0181049096639544 -0.0175237785323896
-0.032 0.398930815025638 0.403594373306078 4.60485548662777 4.73634609465618 -10.1833445240222 -10.8474642542291 -0.0150616673479046 -0.0144474850293813
-0.024 0.435431565448272 0.441124533160258 4.51881138318656 4.64451714646073 -11.3238496086442 -12.1049454408262 -0.0117237606927011 -0.0110681196285283
-0.016 0.471207719555681 0.477880140606199 4.42373891994534 4.54274901261194 -12.4399716538317 -13.3316634824731 -0.00809669699180008 -0.00739155814693693
-0.00800000000000001 0.506187860173033 0.513782704490868 4.31984418145757 4.43130197597077 -13.5289667949574 -14.5240937426175 -0.00418656062633212 -0.00342431235674401
0 0.54030230586814 0.548755927410735 4.20735492403948 4.31046402395281 -14.5881622584398 -15.6788368995297 0 0.000826486667918402
0.00800000000000001 0.573483281967892 0.582725923200284 4.08651997607999 4.18054979452479 -15.6149640640878 -16.7926317099844 0.00445578682545758 0.00535310697649882
0.016 0.605665086533183 0.615621425587078 3.95760857767937 4.0418994227526 -16.606864486416 -17.8623670978464 0.00917306775988358 0.0101472358727006
0.024 0.63678425081496 0.647373987240064 3.82090966164343 3.89487729353242 -17.5614492504356 -18.8850935105921 0.0141435935418626 0.0152000016764715
0.032 0.66677969373098 0.677918168484528 3.6767310780524 3.73987070657452 -18.4764044383527 -19.8580334912076 0.0193586157827962 0.0205019970375189
0.04 0.69559286992137 0.707191715007394 3.52539876480809 3.57728846011171 -19.3495230846138 -20.7785914176023 0.0248089061542846 0.0260433037149317
0.048 0.723167910961019 0.73513572392975 3.36725586673933 3.40755936016694 -20.1787114378289 -21.6443623666428 0.0304847766723415 0.0318135187323184
0.056 0.749451759328151 0.761694797679518 3.20266180601245 3.23113066253775 -20.9619948692759 -22.4531400651016 0.036376101029224 0.0378017818130778
0.0640000000000001 0.774394294751034 0.786817185155566 3.03199130675151 3.04846645493492 -21.6975234089315 -23.2029238951972 0.0424723369210484 0.0439968039961414
0.0720000000000001 0.797948452578609 0.810454909735069 2.85563337691958 2.86004598694968 -22.383576891288 -23.8919249279382 0.0487625493168885 0.0503868973286785
0.0800000000000001 0.820070333845808 0.832563883738073 2.67399025064955 2.66636195571527 -23.0185696945911 -24.5185709631338 0.0552354346127202 0.0569600055289231
0.0880000000000001 0.840719306730309 0.85310400902681 2.48747629433743 2.46791875527507 -23.6010550585704 -25.0815105606602 0.0618793456114 0.0637037355094519
0.0960000000000001 0.859858099124487 0.872039263481795 2.29651687992528 2.26523069776965 -24.1297289672186 -25.5796160533365 0.06868231726784 0.0706053896489152
0.104 0.877452882074106 0.889337773161908 2.10154722890185 2.05882021460916 -24.6034335847141 -26.011985537526 0.0756320931366789 0.0776519986984172
0.112 0.893473343863928 0.904971870021054 1.90301123063828 1.84921604580589 -25.0211602341537 -26.3779438433028 0.0827161524580594 0.0848303552074651
0.12 0.907892754559626 0.918918135119273 1.70136023875229 1.6369514256041 -25.3820519103736 -26.6770424916643 0.0899217378155939 0.092127047353655
0.128 0.920688020845239 0.93115742733096 1.49705184925763 1.42256227246235 -25.6854053197755 -26.9090586518071 0.0972358832992551 0.0995284930600054
0.136 0.931839731025629 0.941674897616841 1.2905486643055 1.20658539131788 -25.9306724417344 -27.0739931168559 0.104645443104761 0.10702097428415
0.144 0.941332190094048 0.950459988989122 1.08231704536148 0.989556695894415 -26.1174616078427 -27.1720673216385 0.112137120500032 0.114590671364367
0.152 0.949153444795741 0.957506422360534 0.872825859684545 0.772009458605887 -26.2455380969274 -27.2037194310754 0.119697497088497 0.122223697308729
0.16 0.955295298649511 0.962812168527428 0.66254522398471 0.554472595361152 -26.3148242454687 -27.1695995324883 0.127313062298408 0.129906131915379
0.168 0.959753316920178 0.966379406594418 0.451945249131864 0.337468992290082 -26.3253990747285 -27.0705639695919 0.1349702430269 0.137624055614229
0.176 0.962526821565767 0.968214469202965 0.241494789771374 0.121513881092573 -26.277497437574 -26.9076688600905 0.142655433367264 0.145363582923005
0.184 0.963618876214011 0.968327774978543 0.0316602026713889 -0.0928867306389562 -26.1715086896368 -26.6821628426431 0.150355024347891 0.153110895413698
0.192 0.963036261253188 0.966733748660308 -0.177095882416839 -0.305237568153391 -26.0079748910793 -26.3954791024492 0.158090055673506 0.160852274089009
0.2 0.960789439152323 0.963450729423357 -0.384315775660928 -0.51505553176753 -25.7875885468484 -26.0492267278466 0.165785947873487 0.168574131072234
0.208 0.956892510155337 0.958500867946461 -0.589547920156298 -0.721871067452551 -25.5111898948615 -25.6451814530658 0.173457164639727 0.176263040518333
0.216 0.951363158522638 0.951910012817437 -0.792348061468384 -0.925229461098139 -25.1797637530987 -25.1852758446629 0.181090563088159 0.183905768658491
0.224 0.944222589521879 0.943707586903881 -0.992280390228254 -1.12469205224056 -24.7944359380536 -24.6715889911261 0.188673155437931 0.191489302895337
0.232 0.935495457397016 0.933926454348842 -1.18891865440707 -1.31983736352336 -24.3564692684254 -24.1063357567265 0.1961921369494 0.199000879871196
0.24 0.925209784571364 0.92260277887883 -1.38184723801142 -1.51026214265312 -23.8672591693011 -23.4918556618601 0.203634913258966 0.206428012437077
0.248 0.913396872365881 0.909775874135487 -1.57066220306889 -1.69558231411369 -23.3283288933864 -22.8306014528913 0.210989127041559 0.213758515455748
0.256 0.900091203538431 0.895488046762114 -1.75497229191057 -1.87543383840843 -22.7413243770816 -22.1251274248831 0.21824268393388 0.220980530377984
0.264 0.885330336973148 0.879784432992066 -1.93439988690434 -2.0494734771072 -22.1080087503667 -21.3780775605706 0.225383777653936 0.228082548537014
0.272 0.869154794871135 0.862712829497773 -2.10858192494908 -2.21737946248005 -21.430256520551 -20.5921735485266 0.232400914255053 0.235053433112209
0.28 0.851607942814655 0.844323519266907 -2.27717076420417 -2.37885207100062 -20.7100474509537 -19.7702027426845 0.239282935455361 0.241882439719157
0.288 0.832735863096437 0.824669093275946 -2.43983500070118 -2.53361410049502 -19.9494601565107 -18.9150061242406 0.246019040986701 0.248559235589426
0.296 0.812587221723875 0.803804268731268 -2.59626023266401 -2.68141125119439 -19.1506654391447 -18.0294663254687 0.252598809910069 0.25507391730947
0.304 0.791213129524514 0.781785704643934 -2.74614977054944 -2.8220124114188 -18.3159193864863 -17.1164957731707 0.25901222084792 0.261417027094292
0.312 0.768666997794393 0.75867181549669 -2.88922529101144 -2.95520984907335 -17.4475562581995 -16.1790250073637 0.265249671087119 0.267579567577567
0.32 0.745004388944367 0.734522583750498 -3.02522743318916 -3.08081931057289 -16.5479811847274 -15.219991228405 0.271301994509776 0.273553015105973
0.328 0.720282862611578 0.709399371923319 -3.1539163359186 -3.19868002922689 -15.6196627037522 -14.2423271230897 0.27716047831289 0.279329331531376
0.336 0.694561817713578 0.683364734956028 -3.27507211467244 -3.30865464550887 -14.6651251600372 -13.248950017358 0.282816878481394 0.284900974500322
0.344 0.667902330931401 0.656482233559433 -3.38849527723836 -3.41062904200327 -13.6869409946002 -12.2427514001387 0.288263433983024 0.290260906245928
0.352 0.640366992114915 0.628816249212666 -3.49400707735534 -3.50451209616631 -12.6877229493504 -11.2265868595567 0.293514867036231 0.295402600892719
0.36 0.612019737109237 0.600431801456833 -3.59144980573615 -3.59023535435302 -11.6701162134068 -10.2032664692858 0.298542849603033 0.300320050290209
0.368 0.582925678504694 0.571394368098982 -3.68068701811456 -3.66775263085085 -10.6367905373054 -9.17554565924016 0.303322820880769 0.30500776839607
0.376 0.553150934814882 0.541769708910557 -3.76160370016481 -3.73703953591917 -9.59043234119551 -8.14611660111567 0.307867255099032 0.309460794234541
0.384 0.522762458587768 0.511623693371458 -3.834106369349 -3.79809293706293 -8.53373684292373 -7.11760013553157 0.312170974077201 0.313674693460244
0.392 0.491827863953496 0.481022132976294 -3.89812311395421 -3.85093035796753 -7.4694002316104 -6.09253826371372 0.316229338116423 0.317645558561872
0.4 0.460415254109658 0.450030618583243 -3.95360356978438 -3.8955893196904 -6.40011191193594 -5.07338722283182 0.320038250606645 0.321370007744182
0.408 0.428593049240246 0.418714363248612 -4.00051883517194 -3.93212662884205 -5.32854684388094 -4.06251116027789 0.3235941612543 0.324845182530455
0.416 0.396429815358444 0.387138050951885 -4.0388613251701 -3.96061761759671 -4.25735800210164 -3.06217641837775 0.32689406793597 0.328068744130917
0.424 0.363994094555708 0.355365691577003 -4.06864456597724 -3.98115534044947 -3.18916897847811 -2.07454643728622 0.329935517187333 0.331038868625774
0.432 0.331354237130456 0.323460482476059 -4.08990293083077 -3.9938497326841 -2.1265667506477 -1.10167728015237 0.332716603340454 0.333754241014208
0.44 0.298578236059074 0.291484676901799 -4.10269131878679 -3.99882673553422 -1.07209463853439 -0.145513781075046 0.33523596632628 0.336214048183189
0.448 0.265733564259892 0.259499459555478 -4.10708477797481 -3.99622739301059 -0.0282454700110882 0.79211368707762 0.33749278816284 0.338417970852051
0.456 0.232887015087436 0.227564829456957 -4.10317807508184 -3.98620692533075 1.00254502411162 1.70949183122103 0.339486788153194 0.340366174550624
0.464 0.200104546479561 0.195739490304689 -4.09108521297807 -3.9689337838244 2.01790456658371 2.6050264523703 0.341218216820661 0.342059299690176
0.472 0.167451129164187 0.164080748454561 -4.07093889854535 -3.94458869210097 3.01553042358171 3.47724386809602 0.342687848612134 0.343498450787645
0.48 0.134990599315313 0.132644418608732 -4.04288996291035 -3.91336367815522 3.99319521094543 4.32479175829727 0.343896973403526 0.344685184904494
0.488 0.102785516029797 0.101484737268662 -4.00710673641544 -3.87546110195501 4.94875240096082 5.14643945207609 0.344847386844408 0.345621499362102
0.496 0.0708970239772819 0.0706542839708347 -3.96377438078225 -3.83109268290303 5.88014151508219 5.94107767589847 0.345541379581827 0.346309818795917
0.504 0.0393847215555235 0.0402039102891428 -3.91309418103464 -3.7804785313943 6.78539298924411 6.70771778541457 0.345981725406033 0.346752981610581
0.512 0.00830653486242769 0.0101826765549194 -3.85528279984943 -3.72384618850392 7.66263269970619 7.44549050527924 0.346171668363421 0.346954225897984
